0;3700;-1.250000;1.8400;0.4800;9.6100;-5.6875;-12.5625;-66.7500;-25.6875;-7.1875;-11.5000;0.5900;0.6600;-1.8100;319.3125;-2.8750;10.8125;15289;922;-1311;5666;
0;80;-1.236375;1.5200;0.2500;9.6800;3.5625;35.1875;-61.0000;-24.5625;-10.5625;-13.0000;-0.3700;0.1400;0.1000;326.0625;-1.5000;8.9375;15595;582;-1214;4841;
0;90;-1.236375;1.3100;0.3200;9.7100;-82.8125;3.1250;-233.2500;-22.6875;-13.3750;-13.6875;10.3300;-2.4600;-5.1800;336.1875;-1.8750;7.6875;15920;586;-1016;3691;
0;90;-1.236375;-0.2400;-0.7600;9.7700;-28.8750;188.7500;-444.1875;-11.6875;-18.0625;-17.2500;-10.0300;-2.7600;-0.6600;13.2500;4.4375;-1.3750;16323;-592;36;-1277;
0;90;-1.236375;-0.5700;-1.2100;9.7100;25.3750;64.1875;-113.1250;-0.0625;-19.7500;-19.8750;-4.1900;1.6900;0.0000;36.8750;7.1250;-3.3125;15557;-872;711;-5016;
0;90;-1.236375;-0.7800;-0.9700;9.7200;5.0000;20.3750;-10.5625;7.2500;-20.3750;-19.0625;-2.7400;1.2600;-0.6200;41.3750;5.6875;-4.5625;15302;-548;879;-5762;
0;90;-1.236375;-1.0800;-0.2800;9.7400;64.3125;-36.6875;230.3125;8.0625;-21.0625;-18.7500;-3.7400;-0.8300;-2.0500;32.6875;1.6250;-6.3125;15598;-59;1014;-4911;
0;90;-1.236375;-0.5600;0.6100;9.7700;31.8750;-22.8125;217.4375;2.0000;-24.8750;-18.0625;-1.0300;-0.1000;-0.5800;11.3750;-3.5625;-3.2500;16257;510;462;-1920;
0;90;-1.236375;0.4700;0.9100;9.7500;-16.8125;-107.8125;210.3125;-3.5000;-24.7500;-18.1875;3.4200;-0.6900;1.5500;352.6250;-5.3750;2.7500;16344;804;-212;776;
0;90;-1.236375;1.1600;0.7600;9.7000;-45.6875;-6.2500;38.1875;-14.2500;-22.0000;-15.5000;2.4700;0.4200;-0.1100;344.0000;-4.4375;6.8125;16189;831;-861;2221;
0;90;-1.236375;1.0900;0.5400;9.7200;59.3125;-5.6875;-74.0000;-17.5000;-18.8750;-16.3750;1.8500;1.0300;-1.9600;348.5625;-3.1875;6.3750;16263;456;-872;1724;
0;90;-1.236375;0.9300;1.0200;9.7000;9.4375;-33.9375;-75.9375;-13.5000;-21.5000;-15.3750;0.0000;1.3300;-1.8800;359.5625;-6.0000;5.4375;16345;844;-741;164;
0;90;-1.236375;0.4900;1.4500;9.6800;55.8750;65.7500;-221.5000;-9.0625;-24.0625;-16.2500;7.1400;-0.7700;-6.3800;15.8750;-8.5000;2.8750;16217;1048;-677;-1969;
0;90;-1.236375;-0.7600;1.3500;9.6800;57.0000;129.5625;-340.2500;-3.5625;-27.0625;-15.8750;-9.6500;-1.0700;1.1700;42.5625;-7.9375;-4.4375;15217;1293;186;-5930;
0;90;-1.236375;-1.3000;0.6100;9.7000;-38.5625;-28.6250;-360.5000;13.3750;-25.7500;-16.2500;-1.4000;-4.3200;1.2100;68.6875;-3.5625;-7.6250;13757;1124;580;-8807;
0;90;-1.236375;-1.4600;0.1600;9.6900;11.0625;-13.6250;-149.8125;20.2500;-16.5000;-17.6875;-0.2600;-0.7500;-0.9200;89.0625;-0.9375;-8.5625;11788;971;794;-11309;
0;90;-1.236375;-1.1000;0.4000;9.7300;43.6875;-35.5000;17.6875;23.8750;-8.8750;-17.5000;-2.0600;1.3100;-0.8500;94.3750;-2.3750;-6.4375;11093;904;459;-12014;
0;90;-1.236375;-0.5800;0.9700;9.7400;31.0625;-22.3750;169.5625;22.0000;-13.5000;-20.5625;1.5500;-2.4900;-1.5500;85.3125;-5.6250;-3.3750;12026;930;-189;-11087;
0;90;-1.236375;-0.5100;1.6600;9.6500;51.1875;-36.3125;126.0625;19.0000;-16.8750;-21.0625;-2.6600;-0.3400;-2.5300;73.7500;-9.7500;-3.0000;13053;1378;-492;-9794;
0;90;-1.236375;0.2400;1.9200;9.6100;39.5625;-5.0625;121.1875;15.1875;-22.5000;-21.8750;-4.1700;-0.5300;0.2600;60.7500;-11.3125;1.4375;13983;1256;-949;-8393;
0;90;-1.236375;0.9300;1.9500;9.5600;-22.6250;11.3125;71.3750;8.1875;-27.3750;-22.3750;0.9500;-2.3600;1.6400;48.8750;-11.5000;5.4375;14777;1201;-1415;-6829;
0;90;-1.236375;1.0100;1.9600;9.5500;-22.9375;25.8750;-29.7500;0.8750;-27.6875;-23.0625;0.4200;2.0200;-1.9100;47.7500;-11.5625;5.8750;14895;1174;-1495;-6554;
0;90;-1.236375;0.9700;1.4300;9.6500;45.0000;-7.9375;-134.9375;1.7500;-26.2500;-23.1875;-0.0600;-1.5900;-0.9600;57.4375;-8.4375;5.6875;14308;665;-1297;-7848;
0;90;-1.236375;0.6500;1.2000;9.7100;9.5625;58.9375;-201.1875;6.5000;-25.8750;-23.0625;-8.1200;-4.3300;9.5500;78.8125;-7.0000;3.7500;12627;431;-1061;-10377;
0;90;-1.236375;-0.2600;1.8800;9.6200;-30.1875;-65.1875;-104.8125;13.6875;-21.3750;-24.7500;-4.9800;1.0000;-3.0400;102.9375;-11.0625;-1.5625;10271;1246;-1082;-12658;
0;90;-1.236375;-0.6500;0.9900;9.7300;-53.4375;34.1250;-183.5000;20.5625;-15.6875;-23.7500;-3.2100;0.5500;-1.3800;118.5000;-5.8125;-3.7500;8569;885;-542;-13926;
0;90;-1.236375;-1.3700;0.5300;9.6900;9.0000;50.6250;-22.0000;23.2500;-6.0000;-24.8750;-3.1200;0.3900;2.5800;124.9375;-3.1250;-8.0625;7574;1164;115;-14481;
0;90;-1.236375;-1.6600;1.0900;9.6000;13.8750;-6.0625;222.1875;24.7500;-5.3750;-21.2500;-2.3900;-3.1600;1.5700;116.0000;-6.4375;-9.6875;8633;1669;-41;-13825;
0;90;-1.236375;-0.9000;2.1600;9.5200;34.8750;30.3750;257.6875;24.7500;-10.0625;-20.0000;-2.7800;-1.1400;-4.6200;96.7500;-12.8125;-5.2500;10797;1777;-860;-12164;
0;90;-1.236375;0.6500;1.9800;9.5800;24.1250;-16.3125;174.6875;17.5000;-19.2500;-20.6875;2.0700;-2.5500;-1.0400;75.1875;-11.6875;3.8125;12759;997;-1404;-10133;
0;90;-1.236375;1.6500;1.9800;9.4500;20.6875;4.5625;141.6250;7.1875;-22.6875;-19.8750;-3.2000;-0.3200;1.0500;62.3750;-11.8125;9.6875;13787;706;-2043;-8584;
0;90;-1.236375;2.0800;1.8200;9.4000;-2.0625;-6.3125;98.6875;0.5000;-24.1875;-19.6875;1.6500;-0.9900;-0.6500;50.9375;-10.9375;12.2500;14581;661;-2241;-7096;
0;90;-1.236375;2.0400;1.6400;9.4400;15.0000;17.8750;-13.2500;-3.8750;-22.8750;-19.6875;-0.8300;-0.3700;2.1600;48.4375;-9.8750;12.0000;14804;560;-2140;-6662;
0;90;-1.236375;1.5600;1.5200;9.5500;-9.6875;70.3125;-116.4375;-3.1875;-23.2500;-19.2500;-4.7200;0.1300;3.9700;57.6250;-9.0625;9.1875;14263;487;-1774;-7851;
0;90;-1.236375;0.7100;1.2200;9.7000;-99.1875;130.8750;-269.2500;1.1875;-23.0000;-20.0625;-6.9900;-5.6100;7.0300;77.1250;-7.1875;4.1250;12986;398;-1343;-9891;
0;90;-1.236375;-0.7500;1.3600;9.6800;-58.6875;-24.3750;-268.8125;12.1875;-19.0000;-19.0000;0.9400;-2.8400;-2.6400;94.6875;-8.0000;-4.3750;11330;1308;-477;-11753;
